Warsaw,52.2296756,21.0122287
Poznan,52.406374,16.9251681
Torun,53.3498053,18.951076
Krakow,50.0646501,19.9449799
Wroclaw,51.1078852,17.0385376
Krakow,50.046943,19.997711
